Date,Open,High,Low,Close,Volume,Market Cap
Nov-22-2022,0.0249757599903,0.0249757599903,0.0249757599903,0.0249757599903,4,0
Nov-21-2022,0.024975343323466667,0.024976676657333337,0.024965009986,0.0249757599903,3.997237247806452,0
Nov-20-2022,0.024977843324466665,0.024979426658433335,0.024974176656333332,0.024976093323766668,10.816731638764704,0
Nov-19-2022,0.026030465333333332,0.026030465333333332,0.024977093324166668,0.024977926657833334,11.997499402359999,0
Nov-18-2022,0.026030465333333332,0.026030465333333332,0.026030465333333332,0.026030465333333332,0,0
Nov-17-2022,0.026030465333333332,0.026030465333333332,0.026030465333333332,0.026030465333333332,0,0
Nov-16-2022,0.026030465333333332,0.026030465333333332,0.026030465333333332,0.026030465333333332,0,0
Nov-15-2022,0.026030465333333332,0.026030465333333332,0.026030465333333332,0.026030465333333332,39,0
Nov-14-2022,0.02603394,0.026035677333333337,0.026028728,0.026030465333333332,39.00022086581757,0
Nov-13-2022,0.055919163347766664,0.055919163347766664,0.026030465333333332,0.02603394,39.001411211371284,0
Nov-12-2022,0.055919163347766664,0.055919163347766664,0.055919163347766664,0.055919163347766664,0.3802503049999995,0
Nov-11-2022,0.055908523349666665,0.05594361667673334,0.055865590024,0.055919163347766664,0.38023255159259306,0
Nov-10-2022,0.055947723342666664,0.05595892334066666,0.055624790066999996,0.055910390016000004,0.7237141831191702,0
Nov-09-2022,0.056027989995,0.056027989995,0.055940256677333336,0.055949590008999996,0.3785861880914635,0
Nov-08-2022,0.026068696670000006,0.056046656658333326,0.026067828003,0.05602985666133333,0.023555203342246003,0
Nov-07-2022,0.05601865666333335,0.05601865666333335,0.02606001,0.026067828003,0.02606883175862069,0
Nov-06-2022,0.05601865666333335,0.05601865666333335,0.05601865666333335,0.05601865666333335,0,0
Nov-05-2022,0.05601865666333335,0.05601865666333335,0.05601865666333335,0.05601865666333335,0,0
Nov-04-2022,0.05601865666333335,0.05601865666333335,0.05601865666333335,0.05601865666333335,0.005601866000000008,0
Nov-03-2022,0.056016789997,0.05601865666333335,0.056009323331666666,0.05601865666333335,0.005601408704433487,0
Nov-02-2022,0.056014933333333336,0.05601865666333335,0.055997200000000004,0.05601492333066666,0.01952910111764712,0
Nov-01-2022,0.058013523331,0.058013523331,0.05600373333333333,0.05601306666666667,6.236188535114141,0
Oct-31-2022,0.05802706666666667,0.05802706666666667,0.02500418667,0.058015456664,6.568652808781249,0
Oct-29-2022,0.05803286666666667,0.05803286666666667,0.0580232,0.05802706666666667,6.305687145684197,0
Oct-28-2022,0.025511910004666658,0.05803866666666666,0.025010020008,0.05803093333333333,7.223222263357143,0
Oct-27-2022,0.025510210004,0.025512760005,0.025509360003666666,0.02551106000433333,2.6630573315691537,0
Oct-26-2022,0.025011676671333333,0.025512760005,0.025010010003999997,0.025509360003666666,5.257814292090046,0
Oct-25-2022,0.025010833333333333,0.060034,0.025007500000000002,0.025010843337666663,1.8313538099130433,0
Oct-24-2022,0.060014,0.060014,0.025007500000000002,0.025009166666666666,0.0500194268360656,0
Oct-23-2022,0.060014,0.060014,0.060014,0.060014,0,0
Oct-22-2022,0.060014,0.060014,0.060014,0.060014,0,0
Oct-21-2022,0.060014,0.060014,0.060014,0.060014,11,0
Oct-20-2022,0.060011999999999996,0.06001999999999998,0.059996999999999995,0.060014,21.643130411999998,0
Oct-19-2022,0.04000533333333333,0.060017999999999995,0.021603610001666666,0.060014,80.9059690665368,0
Oct-18-2022,0.050008333333333335,0.050008333333333335,0.021503583333333333,0.04000533333333333,49.371428571428574,0
Oct-17-2022,0.05000666666666667,0.05001166666666667,0.050005,0.050008333333333335,57.13124441593617,0
Oct-16-2022,0.05000666666666667,0.050008333333333335,0.02010201,0.050008333333333335,82.22651688469777,0
Oct-15-2022,0.04200279999999999,0.05001,0.042,0.05000666666666667,74.3842492157183,0
Oct-14-2022,0.04400146666666666,0.04400733333333333,0.014009562999,0.0420014,5.723260232146944,0
Oct-13-2022,0.01350135,0.05000832333166667,0.01350045,0.04400146666666666,19.31394958016583,0
Oct-12-2022,0.050005,0.05000666666666667,0.0010000666666666667,0.01350135,129.57704267418106,0
Oct-11-2022,0.02799906666666667,0.07500248999966667,0.00006999743333333333,0.050005,18.95261651629216,0
Oct-10-2022,0.02800186666666666,0.0280028,0.027998133333333335,0.02799906666666667,0.02800017165306122,0
Oct-09-2022,0.03500583333333333,0.03500583333333333,0.02799906666666667,0.02800186666666666,0.02800065166037736,0
Oct-08-2022,0.03500583333333333,0.03500583333333333,0.03500583333333333,0.03500583333333333,0,0
Oct-07-2022,0.03500583333333333,0.03500583333333333,0.03500583333333333,0.03500583333333333,0,0
Oct-06-2022,0.03500583333333333,0.03500583333333333,0.03500583333333333,0.03500583333333333,0,0
Oct-05-2022,0.03500583333333333,0.03500583333333333,0.03500583333333333,0.03500583333333333,0,0
Oct-04-2022,0.03500583333333333,0.03500583333333333,0.03500583333333333,0.03500583333333333,0,0
Oct-03-2022,0.03500583333333333,0.03500583333333333,0.03500583333333333,0.03500583333333333,0,0
Oct-02-2022,0.03500583333333333,0.03500583333333333,0.03500583333333333,0.03500583333333333,0,0
