Date,Open,High,Low,Close,Adj Close
24/05/2021,845.015015,1030.83606,827.27002,902.142029,902.142029
31/05/2021,958.148987,1050.738037,943.268005,992.544983,992.544983
07/06/2021,916.34198,955.507019,893.726013,921.640015,921.640015
14/06/2021,998.421997,1005.982971,871.460022,884.857971,884.857971
21/06/2021,778.088989,853.008972,757.653992,772.387024,772.387024
28/06/2021,844.416992,882.135986,801.544983,816.948975,816.948975
05/07/2021,850.505981,876.547974,793.646973,837.802979,837.802979
12/07/2021,804.218018,804.218018,748.565979,763.070007,763.070007
19/07/2021,734.017029,800.872009,709.612,793.835022,793.835022
26/07/2021,885.231018,958.377991,879.049988,955.030029,955.030029
02/08/2021,959.315002,1053.921021,928.346985,1041.157959,1041.157959
09/08/2021,1084.359985,1185.595947,1045.853027,1183.170044,1183.170044
16/08/2021,1167.017944,1236.354004,1116.766968,1230.014038,1230.014038
23/08/2021,1259.241943,1263.889038,1159.296997,1231.854004,1231.854004
30/08/2021,1227.206055,1341.369019,1179.953979,1306.213013,1306.213013
06/09/2021,1355.71106,1366.126953,1129.281982,1136.430054,1136.430054
13/09/2021,1166.744019,1235.134033,1109.099976,1193.483032,1193.483032
20/09/2021,1082.456055,1128.894043,996.356018,1071.16394,1071.16394
27/09/2021,1066.569946,1195.45105,1014.679016,1188.782959,1188.782959
04/10/2021,1210.813965,1348.871948,1207.520996,1309.555054,1309.555054
11/10/2021,1305.93396,1471.392944,1291.833008,1443.477051,1443.477051
18/10/2021,1440.541016,1569.041016,1431.489014,1444.514038,1444.514038
25/10/2021,1504.323975,1531.616943,1391.307007,1522.083008,1522.083008
01/11/2021,1497.368042,1567.531006,1454.329956,1518.619995,1518.619995
08/11/2021,1639.969971,1659.967041,1541.207031,1581.968018,1581.968018
15/11/2021,1590.765991,1635.550049,1369.728027,1443.660034,1443.660034
22/11/2021,1406.295044,1495.676025,1331.698975,1365.598022,1365.598022
29/11/2021,1402.265015,1471.078979,1328.842041,1367.136963,1367.136963
06/12/2021,1265.569946,1332.531982,1205.704956,1237.784058,1237.784058
13/12/2021,1283.119019,5062.926758,1156.817017,1188.078979,1188.078979
20/12/2021,1214.397949,1306.879028,1159.292969,1298.500977,1298.500977
27/12/2021,1295.230957,1295.230957,1154.271973,1166.293945,1166.293945
03/01/2022,1201.71106,1205.880981,1024.328979,1039.214966,1039.214966
10/01/2022,979.68103,1059.578979,978.942993,1037.76001,1037.76001
17/01/2022,1011.080017,1186.607056,834.588989,855.965027,855.965027
24/01/2022,828.606995,863.825989,820.29303,861.127991,861.127991
31/01/2022,885.698975,950.177002,859.807983,944.549988,944.549988
07/02/2022,1025.916992,1041.072021,969.46698,973.619019,973.619019
14/02/2022,967.390991,1019.325989,911.452026,919.513977,919.513977
21/02/2022,859.905029,900.518982,831.713013,890.161011,890.161011
28/02/2022,861.445984,1012.30603,854.203003,887.254028,887.254028
07/03/2022,853.221008,945.39801,852.432007,871.901978,871.901978
14/03/2022,849.633972,961.226013,846.382019,950.88501,950.88501
21/03/2022,942.492004,1035.250977,927.76001,1018.353027,1018.353027
28/03/2022,1098.301025,1106.880005,1033.087036,1085.802002,1085.802002
04/04/2022,1099.041016,1113.380981,1001.421021,1004.159973,1004.159973
11/04/2022,922.526001,968.359009,919.96698,945.45697,945.45697
18/04/2022,952.10199,998.187988,919.612976,926.278015,926.278015
25/04/2022,940.60199,944.690002,881.916016,890.622009,890.622009
02/05/2022,892.804016,923.905029,824.440002,837.142029,837.142029
