Date,"Binance Coin","Binance USD",Bitcoin,Cardano,Dogecoin,Ethereum,Polygon,Tether,"USD Coin",XRP
"2022-06-03 00:00",298.74859281,1.00174253,29791.8040344,0.5626967,0.08068203,1775.41246206,0.58780189,1.00011624,0.98881771,0.38975834
"2022-06-04 00:00",302.32438976,1.00376193,30084.81178685,0.56535622,0.08243054,1807.48069733,0.59894548,1.00128981,0.94862769,0.39388275
"2022-06-05 00:00",292.74071977,1.00308407,29225.72031696,0.55120977,0.0791356,1775.74707235,0.59199241,1.00149372,0.97031856,0.38073347
"2022-06-06 00:00",297.05214625,1.00634296,31345.32915517,0.60907664,0.08200095,1849.33202661,0.61387178,1.00067175,0.98657295,0.40092596
"2022-06-07 00:00",292.51565677,1.00096938,31786.04721814,0.62422583,0.08139817,1825.74662868,0.6186813,0.99894653,0.95789562,0.41271377
"2022-06-08 00:00",287.43501354,1.00540449,30390.96582832,0.6378722,0.07836668,1803.54817754,0.6127888,1.00125521,0.98273642,0.40177241
"2022-06-09 00:00",298.43562345,1.00653771,30400.0535859,0.64055502,0.08004678,1807.70556178,0.63685019,1.00413199,0.9844629,0.40451419
"2022-06-10 00:00",291.10873411,1.01610497,29394.5647865,0.58026968,0.07594271,1687.62610937,0.60431197,1.00206266,0.99905625,0.38468772
"2022-06-11 00:00",275.10892747,1.01435551,29053.7969417,0.56475619,0.07132806,1570.08082632,0.54788434,1.00246861,0.98387838,0.36885241
"2022-06-12 00:00",260.96519405,1.01834476,27764.58262708,0.50845391,0.06549927,1482.07408741,0.52578335,1.00805028,0.99404394,0.35536944
"2022-06-13 00:00",224.31042728,1.01284784,22803.94333188,0.46429711,0.05483222,1215.60681861,0.43191663,1.00090204,0.99339909,0.31507194
"2022-06-14 00:00",218.07320336,1.00566155,22560.50949834,0.4717841,0.0538361,1208.22084248,0.42877991,1.00028806,0.99686989,0.30497193
"2022-06-15 00:00",228.14183432,0.99919761,22290.38316851,0.52198136,0.05985988,1203.59014355,0.42052109,0.99886395,0.99716127,0.33500348
"2022-06-16 00:00",206.00981584,0.99700145,18715.05962433,0.45088497,0.05318977,1028.92789418,0.37511507,0.99405839,0.98480537,0.29216781
"2022-06-17 00:00",214.39775906,1.00442498,20222.34816736,0.4784691,0.056221,1075.26530856,0.39580322,0.99873365,0.99431665,0.31496949
"2022-06-18 00:00",196.58234418,1.00685067,18803.41521355,0.45317155,0.0532631,977.23161006,0.36579007,0.99999233,0.97750666,0.30717264
"2022-06-19 00:00",216.58845884,1.00405677,20782.79798144,0.49125594,0.06162087,1138.67732888,0.39814659,1.00106644,0.96758704,0.33303629
"2022-06-20 00:00",220.02196117,1.0018813,21287.79372631,0.50334624,0.06117908,1156.48088236,0.40806923,0.99916862,0.98465271,0.33214079
"2022-06-21 00:00",225.80415284,1.00080483,21267.93203595,0.49818195,0.06740058,1156.78983078,0.43046945,0.99950939,0.99423252,0.3403803
"2022-06-22 00:00",223.12175972,1.00043908,20826.52533804,0.47339029,0.06389027,1094.60065564,0.47340846,0.99808523,0.99385838,0.33097093
"2022-06-23 00:00",229.77536788,1.00109187,20947.78670512,0.47866948,0.06382519,1137.00151433,0.55503314,0.99889871,0.98989114,0.33838392
"2022-06-24 00:00",240.77294942,0.99723142,21408.89862323,0.50295284,0.0674545,1234.28508799,0.61639432,0.99767174,0.99555762,0.36890683
"2022-06-25 00:00",240.19791578,0.99759419,21499.97535437,0.49816455,0.06832583,1243.57274139,0.60002597,0.99891371,0.99260922,0.36801605
"2022-06-26 00:00",236.7321952,0.99597946,21309.3225326,0.49911395,0.07411714,1222.72891846,0.57969715,0.99649517,0.97070419,0.36545964
"2022-06-27 00:00",233.43077393,1.00142303,20701.69160661,0.48568814,0.07227601,1190.04642813,0.53282809,0.99920931,0.99529392,0.35384151
"2022-06-28 00:00",230.81383549,1.0048213,20414.91278917,0.47496461,0.06679078,1161.86059159,0.51429707,1.00046952,0.97740415,0.34319952
"2022-06-29 00:00",219.42050388,1.00402315,20063.20293626,0.46763168,0.06992819,1099.96195524,0.50066128,1.00107268,0.98093787,0.32874317
"2022-06-30 00:00",214.55589517,0.99840952,19095.96936694,0.44903333,0.06443092,1033.15541825,0.45875685,0.99574024,0.99483701,0.32385865
"2022-07-01 00:00",219.48108037,1.00064852,19456.02949699,0.45251316,0.06660731,1072.76985874,0.46401919,0.99942485,0.98795074,0.31610853
"2022-07-02 00:00",218.28454709,1.00113726,19301.51768714,0.45693164,0.06681832,1066.76868876,0.48306604,0.99382159,0.99186958,0.31595739
"2022-07-03 00:00",218.21295915,1.0021503,19165.38546292,0.45279895,0.06655415,1069.80400187,0.45620928,0.9985496,0.97200873,0.31806394
"2022-07-04 00:00",230.49025438,1.00268591,20032.62386437,0.46740272,0.0693333,1138.63788757,0.49527768,1.0000492,0.99124894,0.32307725
"2022-07-05 00:00",231.35247311,1.00170591,20274.31905532,0.45711635,0.06745425,1137.20453418,0.51314938,1.00104685,0.96598952,0.32562251
"2022-07-06 00:00",238.88151433,1.00018885,20592.93598634,0.46286302,0.06852785,1188.17495042,0.52373744,0.99887702,0.99010515,0.33287507
"2022-07-07 00:00",240.66239114,0.99813334,21560.73049919,0.47589554,0.07036682,1234.50481568,0.55959927,0.998731,0.99111231,0.34007588
"2022-07-08 00:00",242.27672193,0.9974198,21840.03154859,0.46865429,0.06943035,1232.86471007,0.60898785,0.99864643,0.99020579,0.34399091
"2022-07-09 00:00",245.02902647,0.99831994,21710.81886911,0.48085436,0.07001023,1220.51744653,0.59359466,0.99918661,0.98408657,0.34688473
"2022-07-10 00:00",233.34810227,0.9991398,20816.68566124,0.46216367,0.06696899,1164.50880767,0.56863145,0.9996131,0.98183275,0.32497555
"2022-07-11 00:00",229.65280543,1.0068165,20225.52234442,0.44126292,0.06293849,1113.5737396,0.57102302,1.00126657,1.00085807,0.31903541
"2022-07-12 00:00",223.43353685,1.00516126,19486.4417335,0.42448189,0.06088516,1050.32792814,0.55113952,0.99993176,1.00019137,0.31302259
"2022-07-13 00:00",229.46614906,1.00397713,19804.46429768,0.42761169,0.06188527,1088.68686206,0.61695381,1.00107763,1.00014276,0.32216858
"2022-07-14 00:00",237.31936762,0.99819453,20491.02899769,0.43876368,0.06204487,1177.27943396,0.69055531,0.9987347,0.99892838,0.33043356
"2022-07-15 00:00",238.30712949,0.99840409,20824.91863523,0.44219268,0.06321416,1232.95116754,0.70892328,0.99935499,0.99666896,0.33436869
"2022-07-16 00:00",248.67122611,0.99679419,21140.66375991,0.45448681,0.06399114,1346.98140011,0.72444364,0.99864651,0.98933803,0.34945576
"2022-07-17 00:00",248.30421006,0.99518382,20922.71131665,0.44696281,0.06193354,1346.41765955,0.76022193,0.99909116,0.99495133,0.34564215
"2022-07-18 00:00",261.85410625,1.00125354,22198.82591333,0.48789615,0.06686626,1540.66224904,0.94430239,0.99940651,0.99333979,0.36170369
"2022-07-19 00:00",269.15108663,1.00109943,23379.67133122,0.52117592,0.07018708,1548.16142824,0.92548063,1.00060841,0.99199931,0.37256484
"2022-07-20 00:00",263.282344,1.00345638,23481.44696639,0.50047521,0.07164508,1543.97816535,0.86860641,1.00083412,0.98807405,0.36810875
"2022-07-21 00:00",263.75178893,0.9974613,23028.22064773,0.49674095,0.06943963,1568.92629609,0.9010023,0.9989058,0.97906766,0.36479716
"2022-07-22 00:00",263.27445625,1.00228099,22763.5806671,0.48627122,0.06795237,1546.74348503,0.86175451,1.00026727,0.99502187,0.35933146
"2022-07-23 00:00",257.51430053,1.0023408,22441.89142555,0.50739917,0.06790419,1538.62546472,0.86082167,1.00015517,0.97609961,0.35643411
"2022-07-24 00:00",262.59410073,1.00267607,22636.82475074,0.51542873,0.06777455,1601.9272329,0.88306098,1.00024929,0.98407061,0.3595493
"2022-07-25 00:00",247.47038173,0.99858283,21524.95518272,0.47992598,0.06198914,1462.51920975,0.78736405,1.00057212,0.99603064,0.34000117
"2022-07-26 00:00",247.0198664,1.00029252,21133.82728589,0.46478618,0.06211182,1423.73966321,0.77182146,1.00004663,0.99680812,0.3346918
"2022-07-27 00:00",266.164255,0.99378279,22569.15265686,0.49938908,0.0653702,1594.91045983,0.86661957,0.99799208,0.99362176,0.35242336
"2022-07-28 00:00",279.91605355,0.99335968,23872.60144303,0.51471107,0.06881928,1731.25221245,0.93440359,0.99828557,0.98398278,0.37331764
"2022-07-29 00:00",295.66673737,0.99816036,23954.5579375,0.52758672,0.06977763,1745.06115335,0.9545224,0.99907605,0.98713466,0.37061892
"2022-07-30 00:00",289.79917058,1.00059305,24023.91404452,0.52920461,0.06968459,1707.17942316,0.93699357,1.00066413,0.9755323,0.39112935
"2022-07-31 00:00",284.17566964,1.00210015,23560.87800124,0.51817436,0.06857622,1695.85692997,0.93488685,1.00018697,0.97070623,0.3834106
"2022-08-01 00:00",281.90690445,1.00299925,23208.43575947,0.51057727,0.06823003,1633.11831562,0.89890415,0.99962896,0.98624934,0.37727192
"2022-08-02 00:00",286.76341858,1.0067962,23199.15644748,0.50232548,0.0673832,1653.4273285,0.89202972,1.00367516,0.98085595,0.37651279
"2022-08-03 00:00",299.72710284,1.00453863,23046.91406899,0.50440037,0.06667237,1631.46941412,0.899828,1.00183497,0.97633884,0.37333197
"2022-08-04 00:00",310.15443219,0.99759223,22538.43418085,0.49861239,0.06688366,1601.92930179,0.88889574,0.99777626,0.98783902,0.36900695
"2022-08-05 00:00",315.30863109,1.00372841,23248.13347872,0.51555134,0.0696881,1711.05509731,0.91837079,1.00193355,0.99887161,0.37438402
"2022-08-06 00:00",317.78100086,1.00434798,22985.65930116,0.51737765,0.06936361,1716.6619112,0.92016225,1.00087949,0.98031947,0.37562349
"2022-08-07 00:00",324.76415938,1.00290781,23218.12909713,0.52959671,0.06927689,1705.30306008,0.91130925,1.00221116,0.98005518,0.37421771
"2022-08-08 00:00",325.19222629,1.00160236,23809.20640854,0.53686266,0.07020139,1775.55863187,0.9239662,1.00074941,0.99043506,0.37915216
"2022-08-09 00:00",325.34310882,1.00408147,23227.50723874,0.50333245,0.06931304,1693.87036594,0.87505957,1.00229942,0.96209226,0.36192089
"2022-08-10 00:00",325.78586822,0.99193713,23762.46826748,0.49070577,0.07039407,1764.30470296,0.87318215,0.99811588,0.9518193,0.35872905
"2022-08-11 00:00",330.45912271,1.0035196,24233.71107643,0.50651712,0.07102626,1860.16073798,0.89203387,1.00284475,0.94673839,0.36481518
"2022-08-12 00:00",323.43942788,0.99753979,23759.76428976,0.51013586,0.07241722,1883.83592829,0.88316247,1.00088924,0.94801924,0.36017243
"2022-08-13 00:00",325.95990829,1.0002299,23743.54525384,0.51741449,0.07292006,1937.1708861,0.96811158,1.00029089,0.93625018,0.35942479
"2022-08-14 00:00",322.17555431,0.99937852,24290.06667104,0.52996468,0.08311017,1934.68744974,0.9564823,1.00077091,0.94822695,0.3642198
"2022-08-15 00:00",319.53208791,1.00244947,23917.89479092,0.51693937,0.0766621,1885.68691897,0.91765218,1.00134578,0.94386228,0.34819365
"2022-08-16 00:00",311.88756942,0.99946685,23151.6669403,0.47776865,0.08276338,1814.71249889,0.86524555,0.99858114,0.91622449,0.33815995
"2022-08-17 00:00",298.34222872,1.00104687,22684.47191874,0.46970056,0.06781829,1759.1196049,0.81127421,0.99897584,0.86750252,0.32623676
"2022-08-18 00:00",300.88575608,1.00906254,22971.50731147,0.45181847,0.0646881,1784.18055665,0.79080129,1.00287085,0.86981569,0.32360925
"2022-08-19 00:00",280.02687688,1.00467213,21236.4887155,0.43400445,0.06306397,1623.52947651,0.73559294,1.000962,0.84063221,0.31605895
"2022-08-20 00:00",282.45646509,1.00434133,21147.9254857,0.43244418,0.06591604,1558.76253679,0.74816548,1.00048211,0.93021392,0.32409391
"2022-08-21 00:00",300.19499347,1.00319194,21208.00908708,0.46072259,0.06874561,1589.25454591,0.79500929,1.00279023,0.85925678,0.3322287
"2022-08-22 00:00",287.45652611,1.00506219,21176.90147809,0.41264727,0.05865372,1556.87497518,0.7404599,1.00295166,0.85427869,0.2856233
"2022-08-23 00:00",298.12035097,0.99797458,21364.46057717,0.45487407,0.06653765,1613.85295768,0.80970523,0.99797802,0.90447702,0.34394038
"2022-08-24 00:00",297.00371856,1.00062645,20578.45699933,0.44167426,0.06502267,1610.81812524,0.65355452,0.99883802,0.91620067,0.33061824
"2022-08-25 00:00",302.87336845,1.00172683,21591.5825935,0.46578469,0.06830304,1695.14835617,0.80730492,0.99960812,0.99481089,0.34569969
"2022-08-26 00:00",285.27925353,1.00760952,20633.27896827,0.4381114,0.06501673,1553.14404302,0.78046731,1.00403457,0.95668571,0.3451615
"2022-08-27 00:00",273.63302394,1.01049166,19452.97049796,0.43592623,0.06288537,1443.28910433,0.79698109,1.00316138,0.93147057,0.33234992
"2022-08-28 00:00",280.39847271,1.01248088,19923.75935873,0.4253034,0.06323942,1465.94565045,0.79529224,1.00577325,0.94299003,0.32927172
"2022-08-29 00:00",282.19939309,0.99951673,19912.99259951,0.43287774,0.06154455,1482.770755,0.77735717,0.99965198,0.91714146,0.32444856
"2022-08-30 00:00",286.37270469,1.0059752,20028.70642421,0.45583569,0.06236328,1545.24992754,0.82539321,1.00483157,0.96798495,0.33032922
"2022-08-31 00:00",283.15978964,1.00171886,20210.50916799,0.45065794,0.06155374,1571.62965162,0.83314673,0.99904319,0.99412238,0.3309138
"2022-09-01 00:00",276.88071428,1.0041398,19940.4619539,0.46661426,0.06396912,1567.02904936,0.88169364,1.00245503,1.00161511,0.33166654
"2022-09-02 00:00",277.68539832,1.00474518,20116.20556479,0.45531878,0.06231371,1595.19659384,0.87978086,1.00205591,1.00488478,0.33129407
"2022-09-03 00:00",277.58284353,1.00337304,19864.40678562,0.48154105,0.06332226,1559.89039152,0.89469683,1.00134108,1.00228796,0.33241572
"2022-09-04 00:00",279.30794332,1.00345212,19882.20898303,0.48959151,0.06175019,1561.83712048,0.89090348,1.00184578,1.00781119,0.33208812
"2022-09-05 00:00",275.66585037,0.9983165,19790.6550469,0.49900114,0.06346261,1596.23750492,0.89107188,0.99854029,0.99786338,0.33836807
"2022-09-06 00:00",273.14224193,1.00631445,19435.58192516,0.47259221,0.0603957,1623.57722053,0.85070949,1.00162028,1.00293713,0.33085568
"2022-09-07 00:00",273.85582717,0.99434635,19023.61634025,0.48426203,0.06444504,1576.24678215,0.84919906,0.99596449,0.99615991,0.34240749
"2022-09-08 00:00",280.40839591,1.00164667,19299.62510474,0.47901234,0.06171146,1634.01132442,0.85053326,1.00037263,1.001194,0.34163085
"2022-09-09 00:00",292.13248034,0.99943335,21005.97509484,0.49945393,0.06443052,1708.88788844,0.88968407,0.99973616,0.99810576,0.35663122
"2022-09-10 00:00",295.42727501,1.00052583,21367.92992209,0.5128825,0.06487579,1733.20879984,0.90433988,0.99989856,0.99533904,0.35773813
"2022-09-11 00:00",294.7976616,0.99736472,21537.49471534,0.50954628,0.06400268,1751.59180177,0.89498799,0.99840634,0.99382236,0.35544888
"2022-09-12 00:00",294.85041307,1.00283915,22203.14389545,0.5047152,0.06595872,1717.70688849,0.94280683,1.00118745,0.99589748,0.36254869
"2022-09-13 00:00",283.92124095,1.02117067,21030.52501025,0.4751587,0.06028312,1619.0050037,0.86553749,1.01030526,1.00751334,0.34494014
"2022-09-14 00:00",280.66915953,1.00111576,20224.26183102,0.49130157,0.06121731,1605.80343587,0.8695101,1.00111968,1.00049792,0.34240823
"2022-09-15 00:00",273.23940992,1.00960874,19932.2622278,0.46894388,0.0599345,1520.28669609,0.83573097,1.00174475,1.00078637,0.3301642
"2022-09-16 00:00",276.37918255,1.00035895,19730.89988199,0.47340179,0.06208494,1444.44929554,0.8246029,0.99009412,0.99847364,0.36021089
"2022-09-17 00:00",278.40614803,0.9982369,19978.08240972,0.48472911,0.06241047,1452.90395839,0.83362555,0.99961366,0.99791,0.37800824
"2022-09-18 00:00",271.71026312,1.00088168,19745.71694327,0.4527484,0.05843763,1368.00214896,0.77468522,0.99879857,0.99902553,0.37471314
"2022-09-19 00:00",268.05253178,0.99512193,19154.09684602,0.45133915,0.05846127,1350.200604,0.7630937,0.99785572,0.99957858,0.38388505
"2022-09-20 00:00",268.67329474,1.00135759,19079.77645064,0.4422714,0.05879214,1344.96606696,0.74511548,1.00121888,1.00101335,0.41168611
"2022-09-21 00:00",267.89230259,1.0087479,18998.54786886,0.44122629,0.05837496,1314.27725304,0.71714988,1.00362525,1.00486766,0.4014397
"2022-09-22 00:00",272.34414478,1.00483159,19213.50719944,0.46014496,0.05790444,1321.18213806,0.75426638,1.00291247,1.01518671,0.44086465
"2022-09-23 00:00",275.78545486,1.00862681,19229.70849392,0.46529467,0.06411335,1346.77349452,0.77299896,1.00303577,1.01069683,0.50569059
"2022-09-24 00:00",280.43549206,1.00833225,19201.86919519,0.46266374,0.06671815,1351.10689522,0.79911712,1.00124949,1.01309062,0.51485689
"2022-09-25 00:00",277.25330091,1.01176948,19170.9546393,0.45147569,0.06213778,1322.98219101,0.7510721,1.00732556,1.01491194,0.50388211
"2022-09-26 00:00",276.04502596,1.00277987,19261.72525741,0.44679338,0.06183918,1343.77960198,0.76188508,1.00383723,1.01531667,0.47331247
"2022-09-27 00:00",276.40214212,1.00663601,19569.05476993,0.44765316,0.06170072,1381.358715,0.75414583,1.00229195,1.02170587,0.46407945
"2022-09-28 00:00",273.33659325,0.98605305,19361.19728949,0.4255697,0.05975959,1333.97509402,0.73530963,0.99137709,1.01216492,0.44195265
"2022-09-29 00:00",282.64995439,0.99028943,19454.79358424,0.43367763,0.06012186,1337.49869383,0.76272473,0.99228157,0.99679111,0.46094686
"2022-09-30 00:00",282.61191033,0.99953774,19507.18800289,0.43217859,0.06108783,1334.67104961,0.77404732,0.99753435,1.01118512,0.48048781
"2022-10-01 00:00",281.2089026,1.00155142,19356.66262551,0.42654546,0.06017126,1312.10505782,0.7602339,0.9983881,1.01736417,0.47149848
"2022-10-02 00:00",284.32799213,1.00429378,19168.62714605,0.42365838,0.06010766,1294.52551691,0.78171472,0.99921319,1.00486102,0.45525897
"2022-10-03 00:00",284.55603595,0.9911897,19500.15429857,0.42150148,0.06008996,1318.77213223,0.79139495,0.99344308,1.00256514,0.45598973
"2022-10-04 00:00",293.14409287,0.99578818,20071.89037767,0.43352364,0.06497668,1352.33160076,0.83538614,0.99654827,0.99688973,0.48017487
"2022-10-05 00:00",293.35680795,1.00017474,20206.71576154,0.43163936,0.06476298,1356.06975648,0.85441405,1.0005608,1.0013026,0.49420211
"2022-10-06 00:00",291.52431743,1.00731311,20175.53821525,0.42991221,0.06391983,1371.81300092,0.83781104,1.00425486,1.00627012,0.49867845
"2022-10-07 00:00",284.4595843,1.00751114,19759.85264108,0.42602895,0.06302962,1354.18734991,0.83874386,1.00256515,1.00512504,0.52056709
"2022-10-08 00:00",281.61327436,1.00826666,19650.71188834,0.42399121,0.06243371,1336.40708786,0.82632064,1.00254308,1.0117589,0.52089027
"2022-10-09 00:00",279.30030426,1.00831984,19579.47753392,0.42666734,0.06278344,1343.28060674,0.83545815,1.00426816,1.01194313,0.53996271
"2022-10-10 00:00",276.09773161,1.00754976,19322.22948263,0.40467721,0.05911101,1336.98917355,0.80390958,1.00028435,1.00536549,0.50281378
"2022-10-11 00:00",271.86989234,1.00597109,19135.95245779,0.39849722,0.0605689,1304.72629219,0.80823199,1.00055169,1.0180374,0.50107867
"2022-10-12 00:00",269.14649665,1.00098038,19241.98289294,0.37979749,0.05924691,1304.40588906,0.78327252,0.99916897,1.00589037,0.48650316
"2022-10-13 00:00",269.63071508,0.99939095,19284.62456416,0.37823472,0.05829872,1295.19659669,0.77884695,0.99886104,1.00773533,0.48234245
"2022-10-14 00:00",268.65494225,1.00369306,19543.20036687,0.36885169,0.05881734,1344.56674272,0.7950055,0.98027478,1.01747746,0.49018358
"2022-10-15 00:00",270.44201158,1.00636038,19423.44225307,0.36845689,0.05940197,1325.24209909,0.80338176,1.00115839,1.01152344,0.48871828
"2022-10-16 00:00",272.58396026,1.00900923,19465.74467867,0.37414394,0.05949933,1327.83834189,0.8094112,1.00016776,1.00197161,0.48256265
"2022-10-17 00:00",273.62358735,0.99495414,19610.19914018,0.37290493,0.06004044,1338.66208238,0.84789197,0.99625697,1.00004175,0.47950403
"2022-10-18 00:00",273.03424017,0.99982509,19551.05277387,0.36218801,0.05962749,1324.62850621,0.85976592,0.99871837,1.00317213,0.46557807
"2022-10-19 00:00",272.51401599,1.00371254,19388.91976966,0.35227756,0.05907873,1313.76989221,0.8528183,1.00126378,1.00623706,0.45561043
"2022-10-20 00:00",270.56746421,1.00534046,19297.99044869,0.34184763,0.05982848,1307.87525517,0.8156392,1.00186967,1.00634936,0.45019697
"2022-10-21 00:00",268.16755412,0.98942483,19194.00139435,0.33936762,0.05765927,1289.47697522,0.82010629,0.99086302,0.99749485,0.44843002
"2022-10-22 00:00",268.48559183,0.98870369,19274.55365376,0.34552791,0.05844484,1322.24548448,0.81120841,0.99577449,0.99673796,0.45719743
"2022-10-23 00:00",270.71763366,0.98722128,19502.13437627,0.35826125,0.05946479,1347.89203041,0.88317236,0.99643736,0.99362744,0.46549248
"2022-10-24 00:00",273.33238292,1.00260388,19499.53342456,0.35918967,0.05949248,1367.20702159,0.7247378,1.00049165,1.00562798,0.45543648
"2022-10-25 00:00",281.58562643,0.99293267,19962.50366277,0.40271926,0.06270954,1460.82076695,0.9169631,0.99580657,0.99783569,0.45751009
"2022-10-26 00:00",284.94818921,0.99841388,20494.40593712,0.39669521,0.0714402,1538.359858,0.92248715,0.99787027,0.99707561,0.45780015
"2022-10-27 00:00",284.03467546,1.00383456,20437.68616303,0.37624346,0.07629175,1530.27617291,0.88464644,1.00172947,1.00127067,0.44628338
"2022-10-28 00:00",292.50668763,0.99789795,20529.13184553,0.37220593,0.07954212,1523.2097947,0.93262263,0.99957808,0.99929832,0.43317437
"2022-10-29 00:00",299.81031971,0.99983596,20340.94633595,0.40670325,0.12007682,1596.15950416,0.89953875,0.99940616,1.00082126,0.45515065
"2022-10-30 00:00",309.95567451,1.00020947,20604.70272708,0.3998262,0.11659245,1592.23001228,0.89845566,0.99991564,1.00070244,0.44964312
"2022-10-31 00:00",329.30175656,0.99422243,20510.61680007,0.41570852,0.12748021,1584.41912483,0.9237099,1.00021149,1.00385583,0.47714803
"2022-11-01 00:00",320.62434581,1.0069616,20522.78109868,0.37365278,0.13935838,1576.6861415,0.88588234,1.00313464,1.00397473,0.42294874
"2022-11-02 00:00",321.98240483,1.01008557,20475.37752863,0.38711633,0.13096948,1558.85646376,0.8713977,1.0040402,1.01824847,0.4561454
"2022-11-03 00:00",330.06251191,1.00280088,20369.0329368,0.38789438,0.12495791,1561.71529836,0.95866619,1.00070919,1.00705384,0.45231745
"2022-11-04 00:00",349.32333096,0.99587693,20983.06785651,0.41914637,0.12465358,1634.33716437,1.13589158,0.99761871,0.99947884,0.49586883
"2022-11-05 00:00",349.82653115,1.00128752,21296.81080038,0.42357665,0.12426224,1637.29680442,1.16749733,0.99798674,0.99994746,0.49170718
"2022-11-06 00:00",348.02791196,1.00278176,21213.17336179,0.40706021,0.11636645,1614.98609725,1.14758699,0.99899698,1.00465002,0.47389052
"2022-11-07 00:00",336.02022942,1.00945535,20692.80301573,0.40138769,0.10901334,1577.76351954,1.22503757,1.00146512,0.99906659,0.4611049
"2022-11-08 00:00",326.83335249,1.00012115,18722.93351128,0.37135497,0.08756527,1379.97955597,1.03477488,0.9991004,0.99778188,0.40044755
"2022-11-09 00:00",278.43771289,1.01290911,16969.00874235,0.31714914,0.07438621,1164.18279684,0.81400119,1.00152177,1.00074083,0.35445025
"2022-11-10 00:00",294.01589494,0.98297517,17248.43558911,0.36184297,0.08712096,1276.10699937,1.08034395,0.99189612,0.98956269,0.38191233
"2022-11-11 00:00",284.56990359,0.99776019,16764.9786332,0.34982151,0.08355364,1256.38520727,1.03981026,0.99666344,0.99642729,0.37674845
"2022-11-12 00:00",279.37330458,0.9975351,16609.2088953,0.33823757,0.08834924,1254.97613083,0.93883733,0.9967757,0.99552431,0.36448526
"2022-11-13 00:00",274.16507678,1.00020389,16443.30047411,0.32237144,0.08308042,1219.02020643,0.86330035,0.99733058,0.9970442,0.33044504
"2022-11-14 00:00",274.045578,1.00271823,16502.40126313,0.32449696,0.08373352,1230.09167786,0.8923018,0.99890615,0.99967282,0.36120533
"2022-11-15 00:00",268.90493558,1.00467405,16851.74234148,0.32630674,0.08405108,1244.03013459,0.88706816,1.00088235,1.00095093,0.36791869
"2022-11-16 00:00",260.86167706,1.00427103,16295.94660425,0.31444428,0.08337831,1188.84514762,0.85314253,0.9995319,0.99940847,0.34756091
"2022-11-17 00:00",258.08044887,0.99226472,16450.1922763,0.31728396,0.08389285,1192.18835243,0.86618051,0.99672023,0.99766994,0.3671562
"2022-11-18 00:00",277.38847519,1.00613366,16742.70938394,0.335561,0.0852979,1217.24055232,0.8615275,0.99992098,1.00033306,0.3975188
"2022-11-19 00:00",271.14357049,1.00520044,16495.37227757,0.33149061,0.08431379,1202.01044915,0.87028493,1.00118593,0.99952026,0.3913772
"2022-11-20 00:00",267.88622666,1.00515931,16521.34802514,0.30632072,0.07698545,1174.09695289,0.7775559,0.99998981,0.99548833,0.36778571
"2022-11-21 00:00",251.53402393,1.00548758,15794.82687461,0.30342955,0.07409568,1099.0093742,0.77814,1.00094746,0.99311125,0.36470253
"2022-11-22 00:00",264.52690262,1.00085498,15982.40806246,0.31068503,0.07816119,1123.34184426,0.83877028,0.99887482,0.99732633,0.37652269
"2022-11-23 00:00",294.19669113,0.99587898,16460.43742248,0.31589717,0.08129683,1165.72414635,0.85368397,0.99671813,0.99722232,0.37774931
"2022-11-24 00:00",294.96818238,0.99115809,16506.70087771,0.31608744,0.08105923,1178.75460255,0.8554229,0.99395065,0.99474166,0.3782366
