Date,Open,High,Low,Close,Adj Close
23/04/2020,149.360001,156.436996,148.617004,155.891998,155.891998
24/04/2020,155.998993,158.412994,154.412003,158.082993,158.082993
27/04/2020,160.477997,163.029999,160.123001,161.516006,161.516006
28/04/2020,161.647003,163.524994,161.647003,163.352005,163.352005
29/04/2020,163.005997,182.761002,163.005997,181.886002,181.886002
30/04/2020,182.880997,193.733002,175.671997,181.160004,181.160004
01/05/2020,181.927994,185.809998,177.690994,180.602997,180.602997
04/05/2020,181.494003,183.089005,175.985001,182.233002,182.233002
05/05/2020,182.151001,184.914993,180.388,182.496002,182.496002
06/05/2020,182.604996,189.110001,182.192993,187.826004,187.826004
07/05/2020,188.264999,196.604996,183.945007,195.832993,195.832993
08/05/2020,196.138,199.656998,194.817993,198.834,198.834
11/05/2020,174.871994,179.746002,167.796997,173.429993,173.429993
12/05/2020,173.289001,179.192993,171.330994,176.910004,176.910004
13/05/2020,185.438004,185.895996,184.940994,185.389999,185.389999
14/05/2020,191.345001,192.320007,191.335007,192.313995,192.313995
15/05/2020,191.345001,193.154999,184.046997,187.272995,187.272995
18/05/2020,193.557999,194.024002,193.459,193.994995,193.994995
19/05/2020,193.432007,193.518005,193.145004,193.145004,193.145004
20/05/2020,191.207993,191.242004,190.975998,191.169998,191.169998
21/05/2020,181.681,182.645004,181.681,182.393005,182.393005
22/05/2020,181.681,186.067001,180.529007,185.899994,185.899994
26/05/2020,178.792007,178.792007,178.514999,178.514999,178.514999
27/05/2020,184.710007,184.710007,183.360001,183.455994,183.455994
28/05/2020,190.289001,190.466003,190.057007,190.466003,190.466003
29/05/2020,190.289001,193.276993,189.326996,190.141998,190.141998
01/06/2020,197.744995,197.945999,197.595001,197.945999,197.945999
02/06/2020,194.992004,195.306,194.992004,195.106995,195.106995
03/06/2020,196.796997,196.968994,196.794998,196.889999,196.889999
04/06/2020,200.035004,200.035004,199.406998,199.737,199.737
05/06/2020,200.035004,202.227997,198.074997,198.397995,198.397995
08/06/2020,198.917007,199.067001,198.904999,199.022995,199.022995
09/06/2020,198.917007,201.552994,198.149002,200.423004,200.423004
10/06/2020,202.074005,202.242004,201.800995,202.162994,202.162994
11/06/2020,191.042007,191.395996,190.848999,190.975006,190.975006
12/06/2020,191.042007,195.141998,189.210007,193.764999,193.764999
15/06/2020,193.080994,193.181,192.326996,192.462006,192.462006
16/06/2020,193.666,193.709,193.261993,193.419006,193.419006
17/06/2020,192.429001,192.619003,192.220993,192.557007,192.557007
18/06/2020,190.623993,191.608002,190.617004,191.445007,191.445007
19/06/2020,190.623993,192.061996,189.016998,189.556,189.556
22/06/2020,196.233994,196.600998,195.373993,196.195999,196.195999
23/06/2020,196.582993,197.274002,196.561996,197.229004,197.229004
24/06/2020,189.727005,190.294006,189.677002,190.294006,190.294006
25/06/2020,190.067993,190.533005,189.882996,189.882996,189.882996
26/06/2020,190.067993,190.533005,186.054993,187.869003,187.869003
29/06/2020,187.132996,187.716995,186.815994,187.382996,187.382996
30/06/2020,186.397003,186.733002,185.681,185.772003,185.772003
01/07/2020,188.264999,188.490005,187.917007,187.938004,187.938004
02/07/2020,185.608002,186.552002,185.587997,186.220993,186.220993
06/07/2020,191.348999,191.875,191.348999,191.660004,191.660004
07/07/2020,191.309006,191.569,191.283997,191.552002,191.552002
08/07/2020,196.895996,197.403,196.895996,197.350998,197.350998
09/07/2020,195.817993,195.817993,195.817993,195.817993,195.817993
10/07/2020,,,,,
